ID,Odds,Bet,Result,Profit 
281,21,$10.00 ,Lose,-10.00
282,19,$20.00 ,Lose,-20.00
283,4.5,$40.00 ,Win,140.00
284,13,$10.00 ,Lose,-10.00
285,78,$20.00 ,Lose,-20.00
286,8.5,$40.00 ,Lose,-40.00
287,19.4,$80.00 ,Lose,-80.00
288,6,$160.00 ,Lose,-160.00
289,25,$320.00 ,Lose,-320.00
290,9,$640.00 ,Lose,-640.00
291,4,"$1,280.00 ",Lose,"-1,280.00"
292,67,"$2,560.00 ",Lose,"-2,560.00"
293,3.5,"$5,120.00 ",Win,"12,800.00"
294,4,$10.00 ,Lose,-10.00
295,8.6,$20.00 ,Lose,-20.00
296,9,$40.00 ,Lose,-40.00
297,12.8,$80.00 ,Lose,-80.00
298,10,$160.00 ,Lose,-160.00
299,12,$320.00 ,Lose,-320.00
300,4.5,$640.00 ,Lose,-640.00
301,5.5,"$1,280.00 ",Lose,"-1,280.00"
302,26,"$2,560.00 ",Win,"64,000.00"
303,2.6,$10.00 ,Win,16.00
304,3.6,$10.00 ,Lose,-10.00
305,7,$20.00 ,Lose,-20.00
306,9,$40.00 ,Lose,-40.00
307,9,$80.00 ,Lose,-80.00
308,10,$160.00 ,Lose,-160.00
309,3.25,$320.00 ,Lose,-320.00
310,3.25,$640.00 ,Win,"1,440.00"
311,101,$10.00 ,Lose,-10.00
312,81,$20.00 ,Lose,-20.00
313,4,$40.00 ,Lose,-40.00
314,3.5,$80.00 ,Lose,-80.00
315,15.6,$160.00 ,Lose,-160.00
316,7,$320.00 ,Win,"1,920.00"
317,9,$10.00 ,Win,80.00
318,7,$10.00 ,Lose,-10.00
319,21,$20.00 ,Lose,-20.00
320,32,$40.00 ,Lose,-40.00
321,3.5,$80.00 ,Lose,-80.00
322,4.5,$160.00 ,Lose,-160.00
323,67,$320.00 ,Lose,-320.00
324,2.1,$640.00 ,Lose,-640.00
325,12.8,"$1,280.00 ",Lose,"-1,280.00"
326,26,"$2,560.00 ",Win,"64,000.00"
327,51,$10.00 ,Win,500.00
328,34,$10.00 ,Lose,-10.00
329,26,$20.00 ,Win,500.00
330,29,$10.00 ,Lose,-10.00
331,67,$20.00 ,Lose,-20.00
332,17,$40.00 ,Lose,-40.00
333,3.25,$80.00 ,Lose,-80.00
334,3.75,$160.00 ,Lose,-160.00
335,29,$320.00 ,Lose,-320.00
336,6.5,$640.00 ,Win,"3,520.00"
337,3.25,$10.00 ,Lose,-10.00
338,6.8,$20.00 ,Lose,-20.00
339,8.5,$40.00 ,Lose,-40.00
340,5,$80.00 ,Lose,-80.00
341,26,$160.00 ,Lose,-160.00
342,37,$320.00 ,Lose,-320.00
343,4.5,$640.00 ,Lose,-640.00
344,2.1,"$1,280.00 ",Lose,"-1,280.00"
345,4.5,"$2,560.00 ",Lose,"-2,560.00"
346,4.5,"$5,120.00 ",Lose,"-5,120.00"
347,8.2,"$10,240.00 ",Lose,"-10,240.00"
348,2.4,"$20,480.00 ",Lose,"-20,480.00"
349,18.5,"$40,960.00 ",Lose,"-40,960.00"
350,8,"$81,920.00 ",Lose,"-81,920.00"
351,3.6,"$163,840.00 ",Lose,"-163,840.00"
352,34,"$327,680.00 ",Lose,"-327,680.00"
353,17,"$655,360.00 ",Lose,"-655,360.00"
354,17,"$1,310,720.00 ",Lose,"-1,310,720.00"
355,4.5,"$2,621,440.00 ",Lose,"-2,621,440.00"
356,15,"$5,242,880.00 ",Lose,"-5,242,880.00"
357,5.2,"$10,485,760.00 ",Lose,"-10,485,760.00"
358,21,"$20,971,520.00 ",Lose,"-20,971,520.00"
359,8,"$41,943,040.00 ",Lose,"-41,943,040.00"
360,19,"$83,886,080.00 ",Lose,"-83,886,080.00"
361,17.6,"$167,772,160.00 ",Lose,"-167,772,160.00"
362,13,"$335,544,320.00 ",Lose,"-335,544,320.00"
363,25,"$671,088,640.00 ",Lose,"-671,088,640.00"
364,8.4,"$1,342,177,280.00 ",Win,"9,932,111,872.00"
365,4.5,$10.00 ,Lose,-10.00
366,4.5,$20.00 ,Win,70.00
367,3,$10.00 ,Win,20.00
368,26,$10.00 ,Lose,-10.00
369,9,$20.00 ,Win,160.00
370,1.66,$10.00 ,Lose,-10.00
371,21,$20.00 ,Lose,-20.00
372,5,$40.00 ,Lose,-40.00
373,4,$80.00 ,Lose,-80.00
374,24,$160.00 ,Lose,-160.00
375,17,$320.00 ,Win,"5,120.00"
376,3.75,$10.00 ,Lose,-10.00
377,8.5,$20.00 ,Lose,-20.00
378,2,$40.00 ,Lose,-40.00
379,51,$80.00 ,Lose,-80.00
380,4,$160.00 ,Lose,-160.00
381,26,$320.00 ,Lose,-320.00
382,26,$640.00 ,Lose,-640.00
383,4.5,"$1,280.00 ",Lose,"-1,280.00"
384,51,"$2,560.00 ",Lose,"-2,560.00"
385,10,"$5,120.00 ",Win,"46,080.00"
386,26,$10.00 ,Lose,-10.00
387,26,$20.00 ,Lose,-20.00
388,6,$40.00 ,Lose,-40.00
389,6,$80.00 ,Lose,-80.00
390,5.6,$160.00 ,Lose,-160.00
391,21,$320.00 ,Lose,-320.00
392,6.5,$640.00 ,Lose,-640.00
393,3,"$1,280.00 ",Lose,"-1,280.00"
394,10,"$2,560.00 ",Lose,"-2,560.00"
395,15,"$5,120.00 ",Lose,"-5,120.00"
396,7.5,"$10,240.00 ",Lose,"-10,240.00"
397,2.25,"$20,480.00 ",Lose,"-20,480.00"
398,3.5,"$40,960.00 ",Lose,"-40,960.00"
399,9,"$81,920.00 ",Lose,"-81,920.00"
400,15,"$163,840.00 ",Lose,"-163,840.00"
401,67,"$327,680.00 ",Lose,"-327,680.00"
402,5.5,"$655,360.00 ",Lose,"-655,360.00"
403,2.5,"$1,310,720.00 ",Lose,"-1,310,720.00"
404,5.5,"$2,621,440.00 ",Win,"11,796,480.00"
405,5,$10.00 ,Win,40.00
406,4.5,$10.00 ,Lose,-10.00
407,4.5,$20.00 ,Lose,-20.00
408,7,$40.00 ,Lose,-40.00
409,7.5,$80.00 ,Lose,-80.00
410,6.6,$160.00 ,Lose,-160.00
411,3.5,$320.00 ,Lose,-320.00
412,27.5,$640.00 ,Lose,-640.00
413,6.5,"$1,280.00 ",Lose,"-1,280.00"
414,4.5,"$2,560.00 ",Win,"8,960.00"
415,6.6,$10.00 ,Win,56.00
416,20,$10.00 ,Lose,-10.00
417,2.63,$20.00 ,Win,32.60
418,15,$10.00 ,Lose,-10.00
419,6,$20.00 ,Win,100.00
420,11,$10.00 ,Lose,-10.00
421,3.6,$20.00 ,Lose,-20.00
422,2.11,$40.00 ,Win,44.40
423,4,$10.00 ,Lose,-10.00
424,2.88,$20.00 ,Lose,-20.00
425,4.33,$40.00 ,Lose,-40.00
426,11,$80.00 ,Lose,-80.00
427,17,$160.00 ,Win,"2,560.00"
428,3.4,$10.00 ,Lose,-10.00
429,17,$20.00 ,Lose,-20.00
430,2.5,$40.00 ,Win,60.00
431,11,$10.00 ,Lose,-10.00
432,10,$20.00 ,Win,180.00
433,4.5,$10.00 ,Lose,-10.00
434,6,$20.00 ,Lose,-20.00
435,12,$40.00 ,Lose,-40.00
436,13,$80.00 ,Lose,-80.00
437,26,$160.00 ,Lose,-160.00
438,3,$320.00 ,Win,640.00
439,11,$10.00 ,Lose,-10.00
440,81,$20.00 ,Lose,-20.00
441,5.5,$40.00 ,Lose,-40.00
442,21,$80.00 ,Lose,-80.00
443,51,$160.00 ,Lose,-160.00
444,4.5,$320.00 ,Lose,-320.00
445,21,$640.00 ,Lose,-640.00
446,17,"$1,280.00 ",Lose,"-1,280.00"
447,34,"$2,560.00 ",Lose,"-2,560.00"
448,11,"$5,120.00 ",Lose,"-5,120.00"
449,17,"$10,240.00 ",Lose,"-10,240.00"
450,15,"$20,480.00 ",Lose,"-20,480.00"
451,5.5,"$40,960.00 ",Lose,"-40,960.00"
452,17,"$81,920.00 ",Lose,"-81,920.00"
453,11,"$163,840.00 ",Lose,"-163,840.00"
454,9,"$327,680.00 ",Lose,"-327,680.00"
455,9,"$655,360.00 ",Lose,"-655,360.00"
456,17,"$1,310,720.00 ",Lose,"-1,310,720.00"
457,17,"$2,621,440.00 ",Lose,"-2,621,440.00"
458,101,"$5,242,880.00 ",Lose,"-5,242,880.00"
459,11,"$10,485,760.00 ",Lose,"-10,485,760.00"
460,9,"$20,971,520.00 ",Lose,"-20,971,520.00"
461,4.5,"$41,943,040.00 ",Lose,"-41,943,040.00"
462,15,"$83,886,080.00 ",Lose,"-83,886,080.00"
463,9,"$167,772,160.00 ",Lose,"-167,772,160.00"
464,34,"$335,544,320.00 ",Win,"11,072,962,560.00"
465,11,$10.00 ,Lose,-10.00
466,9.5,$20.00 ,Lose,-20.00
467,2.4,$40.00 ,Win,56.00
468,3.3,$10.00 ,Lose,-10.00
469,34,$20.00 ,Lose,-20.00
470,6,$40.00 ,Lose,-40.00
471,6,$80.00 ,Lose,-80.00
472,3.8,$160.00 ,Win,448.00
473,15,$10.00 ,Lose,-10.00
474,3.75,$20.00 ,Win,55.00
475,3.25,$10.00 ,Lose,-10.00
476,23,$20.00 ,Lose,-20.00
477,3,$40.00 ,Lose,-40.00
478,31,$80.00 ,Lose,-80.00
479,6,$160.00 ,Lose,-160.00
480,4.5,$320.00 ,Lose,-320.00
481,4.5,$640.00 ,Lose,-640.00
482,6.5,"$1,280.00 ",Lose,"-1,280.00"
483,7,"$2,560.00 ",Lose,"-2,560.00"
484,5.5,"$5,120.00 ",Lose,"-5,120.00"
485,7,"$10,240.00 ",Lose,"-10,240.00"
486,8.5,"$20,480.00 ",Lose,"-20,480.00"
487,6.2,"$40,960.00 ",Win,"212,992.00"
488,15.6,$10.00 ,Lose,-10.00
489,41,$20.00 ,Lose,-20.00
490,12.4,$40.00 ,Lose,-40.00
491,67,$80.00 ,Lose,-80.00
492,30,$160.00 ,Lose,-160.00
493,19,$320.00 ,Lose,-320.00
494,4,$640.00 ,Lose,-640.00
495,23,"$1,280.00 ",Lose,"-1,280.00"
496,24,"$2,560.00 ",Lose,"-2,560.00"
497,21,"$5,120.00 ",Lose,"-5,120.00"
498,15,"$10,240.00 ",Win,"143,360.00"
499,13.6,$10.00 ,Lose,-10.00
500,30,$20.00 ,Lose,-20.00
501,23,$40.00 ,Lose,-40.00
502,37,$80.00 ,Lose,-80.00
503,29,$160.00 ,Lose,-160.00
504,34,$320.00 ,Lose,-320.00
505,9,$640.00 ,Lose,-640.00
506,17,"$1,280.00 ",Lose,"-1,280.00"
507,34,"$2,560.00 ",Lose,"-2,560.00"
508,21,"$5,120.00 ",Lose,"-5,120.00"
509,17,"$10,240.00 ",Lose,"-10,240.00"
510,21,"$20,480.00 ",Lose,"-20,480.00"
511,17,"$40,960.00 ",Lose,"-40,960.00"
512,15,"$81,920.00 ",Lose,"-81,920.00"
513,15,"$163,840.00 ",Lose,"-163,840.00"
514,3,"$327,680.00 ",Lose,"-327,680.00"
515,4.33,"$655,360.00 ",Win,"2,182,348.80"
516,3.6,$10.00 ,Win,26.00
517,5,$10.00 ,Lose,-10.00
518,2.75,$20.00 ,Lose,-20.00
519,9.5,$40.00 ,Lose,-40.00
520,15,$80.00 ,Win,"1,120.00"
521,67,$10.00 ,Lose,-10.00
522,3.25,$20.00 ,Lose,-20.00
523,2.2,$40.00 ,Lose,-40.00
524,7,$80.00 ,Lose,-80.00
525,9.2,$160.00 ,Lose,-160.00
526,8.5,$320.00 ,Lose,-320.00
527,12,$640.00 ,Lose,-640.00
528,7.5,"$1,280.00 ",Lose,"-1,280.00"
529,21,"$2,560.00 ",Lose,"-2,560.00"
530,4.33,"$5,120.00 ",Lose,"-5,120.00"
531,6.5,"$10,240.00 ",Lose,"-10,240.00"
532,10.5,"$20,480.00 ",Win,"194,560.00"
533,12.2,$10.00 ,Win,112.00
534,16,$10.00 ,Win,150.00
535,7.5,$10.00 ,Lose,-10.00
536,5.2,$20.00 ,Lose,-20.00
537,7,$40.00 ,Lose,-40.00
538,3.6,$80.00 ,Lose,-80.00
539,10,$160.00 ,Lose,-160.00
540,3.25,$320.00 ,Lose,-320.00
541,15,$640.00 ,Win,"8,960.00"
542,21,$10.00 ,Win,200.00
543,17,$10.00 ,Lose,-10.00
544,9,$20.00 ,Lose,-20.00
545,17,$40.00 ,Lose,-40.00
546,11,$80.00 ,Lose,-80.00
547,21,$160.00 ,Lose,-160.00
548,6.5,$320.00 ,Win,"1,760.00"
549,9,$10.00 ,Lose,-10.00
550,9,$20.00 ,Lose,-20.00
551,6,$40.00 ,Lose,-40.00
552,67,$80.00 ,Lose,-80.00
553,28,$160.00 ,Lose,-160.00
554,16.2,$320.00 ,Lose,-320.00
555,21,$640.00 ,Lose,-640.00
556,5.5,"$1,280.00 ",Lose,"-1,280.00"
557,19,"$2,560.00 ",Lose,"-2,560.00"
558,11,"$5,120.00 ",Lose,"-5,120.00"
559,7.5,"$10,240.00 ",Lose,"-10,240.00"
560,11.4,"$20,480.00 ",Lose,"-20,480.00"
561,21,"$40,960.00 ",Lose,"-40,960.00"
562,5.5,"$81,920.00 ",Lose,"-81,920.00"
563,51,"$163,840.00 ",Lose,"-163,840.00"
564,51,"$327,680.00 ",Lose,"-327,680.00"
565,30,"$655,360.00 ",Lose,"-655,360.00"
566,76,"$1,310,720.00 ",Lose,"-1,310,720.00"
567,21,"$2,621,440.00 ",Lose,"-2,621,440.00"
568,101,"$5,242,880.00 ",Lose,"-5,242,880.00"
569,48,"$10,485,760.00 ",Lose,"-10,485,760.00"
570,36,"$20,971,520.00 ",Lose,"-20,971,520.00"
571,11,"$41,943,040.00 ",Lose,"-41,943,040.00"
572,3.8,"$83,886,080.00 ",Win,"234,881,024.00"
573,67,$10.00 ,Lose,-10.00
574,24,$20.00 ,Lose,-20.00
575,26,$40.00 ,Lose,-40.00
576,26,$80.00 ,Lose,-80.00
577,67,$160.00 ,Lose,-160.00
578,62,$320.00 ,Lose,-320.00
579,17,$640.00 ,Lose,-640.00
580,21,"$1,280.00 ",Lose,"-1,280.00"
581,4.5,"$2,560.00 ",Win,"8,960.00"
582,6,$10.00 ,Lose,-10.00
583,6,$20.00 ,Lose,-20.00
584,21,$40.00 ,Lose,-40.00
585,17,$80.00 ,Lose,-80.00
586,23,$160.00 ,Lose,-160.00
587,23,$320.00 ,Lose,-320.00
588,36,$640.00 ,Lose,-640.00
589,7,"$1,280.00 ",Lose,"-1,280.00"
590,41,"$2,560.00 ",Lose,"-2,560.00"
591,41,"$5,120.00 ",Win,"204,800.00"
592,11.2,$10.00 ,Lose,-10.00
593,34,$20.00 ,Lose,-20.00
594,30,$40.00 ,Lose,-40.00
595,41,$80.00 ,Lose,-80.00
596,40,$160.00 ,Lose,-160.00
597,52,$320.00 ,Lose,-320.00
598,76,$640.00 ,Lose,-640.00
599,36,"$1,280.00 ",Lose,"-1,280.00"
600,25,"$2,560.00 ",Lose,"-2,560.00"
601,78,"$5,120.00 ",Lose,"-5,120.00"
602,11,"$10,240.00 ",Lose,"-10,240.00"
603,34,"$20,480.00 ",Lose,"-20,480.00"
604,29,"$40,960.00 ",Lose,"-40,960.00"
605,11,"$81,920.00 ",Lose,"-81,920.00"
606,15,"$163,840.00 ",Lose,"-163,840.00"
607,41,"$327,680.00 ",Win,"13,107,200.00"
608,6,$10.00 ,Lose,-10.00
609,29,$20.00 ,Lose,-20.00
610,21,$40.00 ,Lose,-40.00
611,15.6,$80.00 ,Lose,-80.00
612,7,$160.00 ,Lose,-160.00
613,3,$320.00 ,Lose,-320.00
614,3.5,$640.00 ,Lose,-640.00
615,4,"$1,280.00 ",Lose,"-1,280.00"
616,9,"$2,560.00 ",Lose,"-2,560.00"
617,41,"$5,120.00 ",Lose,"-5,120.00"
618,41,"$10,240.00 ",Lose,"-10,240.00"
619,21,"$20,480.00 ",Lose,"-20,480.00"
620,7,"$40,960.00 ",Lose,"-40,960.00"
621,11,"$81,920.00 ",Lose,"-81,920.00"
622,4.33,"$163,840.00 ",Lose,"-163,840.00"
623,3.25,"$327,680.00 ",Lose,"-327,680.00"
624,2.5,"$655,360.00 ",Win,"983,040.00"
625,10,$10.00 ,Lose,-10.00
626,67,$20.00 ,Lose,-20.00
627,49,$40.00 ,Lose,-40.00
628,7.5,$80.00 ,Lose,-80.00
629,15,$160.00 ,Lose,-160.00
630,26,$320.00 ,Lose,-320.00
631,29,$640.00 ,Lose,-640.00
632,8.6,"$1,280.00 ",Lose,"-1,280.00"
633,11,"$2,560.00 ",Lose,"-2,560.00"
634,11,"$5,120.00 ",Lose,"-5,120.00"
635,101,"$10,240.00 ",Lose,"-10,240.00"
636,21,"$20,480.00 ",Lose,"-20,480.00"
637,12.2,"$40,960.00 ",Lose,"-40,960.00"
638,21,"$81,920.00 ",Lose,"-81,920.00"
639,26,"$163,840.00 ",Lose,"-163,840.00"
640,9,"$327,680.00 ",Win,"2,621,440.00"
641,34,$10.00 ,Lose,-10.00
642,5.5,$20.00 ,Lose,-20.00
643,26,$40.00 ,Lose,-40.00
644,8,$80.00 ,Lose,-80.00
645,21,$160.00 ,Lose,-160.00
646,13,$320.00 ,Lose,-320.00
647,7.5,$640.00 ,Win,"4,160.00"
648,21,$10.00 ,Lose,-10.00
649,6,$20.00 ,Lose,-20.00
650,6,$40.00 ,Lose,-40.00
651,5.5,$80.00 ,Lose,-80.00
652,19,$160.00 ,Lose,-160.00
653,11,$320.00 ,Win,"3,200.00"
654,41,$10.00 ,Lose,-10.00
655,6.5,$20.00 ,Lose,-20.00
656,34,$40.00 ,Lose,-40.00
657,26,$80.00 ,Lose,-80.00
658,3.75,$160.00 ,Lose,-160.00
659,13,$320.00 ,Lose,-320.00
660,4.5,$640.00 ,Win,"2,240.00"
661,11,$10.00 ,Lose,-10.00
662,6,$20.00 ,Lose,-20.00
663,6,$40.00 ,Lose,-40.00
664,6,$80.00 ,Lose,-80.00
665,15,$160.00 ,Lose,-160.00
666,13,$320.00 ,Lose,-320.00
667,10,$640.00 ,Lose,-640.00
668,5,"$1,280.00 ",Lose,"-1,280.00"
669,6,"$2,560.00 ",Lose,"-2,560.00"
670,9,"$5,120.00 ",Win,"40,960.00"
671,8,$10.00 ,Lose,-10.00
672,20,$20.00 ,Lose,-20.00
673,11,$40.00 ,Lose,-40.00
674,9,$80.00 ,Lose,-80.00
675,12,$160.00 ,Lose,-160.00
676,10,$320.00 ,Lose,-320.00
677,21,$640.00 ,Lose,-640.00
678,15,"$1,280.00 ",Lose,"-1,280.00"
679,17,"$2,560.00 ",Lose,"-2,560.00"
680,17,"$5,120.00 ",Lose,"-5,120.00"
681,10,"$10,240.00 ",Lose,"-10,240.00"
682,3,"$20,480.00 ",Lose,"-20,480.00"
683,15,"$40,960.00 ",Lose,"-40,960.00"
684,11,"$81,920.00 ",Win,"819,200.00"
685,11,$10.00 ,Lose,-10.00
686,21,$20.00 ,Lose,-20.00
687,7,$40.00 ,Lose,-40.00
688,9,$80.00 ,Lose,-80.00
689,8,$160.00 ,Lose,-160.00
690,3.75,$320.00 ,Win,880.00
691,11,$10.00 ,Lose,-10.00
692,9,$20.00 ,Win,160.00
693,10,$10.00 ,Lose,-10.00
694,9,$20.00 ,Win,160.00
695,34,$10.00 ,Lose,-10.00
696,15,$20.00 ,Lose,-20.00
697,4.5,$40.00 ,Lose,-40.00
698,9,$80.00 ,Lose,-80.00
699,47,$160.00 ,Lose,-160.00
700,5,$320.00 ,Lose,-320.00
701,6,$640.00 ,Lose,-640.00
702,6.5,"$1,280.00 ",Lose,"-1,280.00"
703,21,"$2,560.00 ",Lose,"-2,560.00"
704,4.5,"$5,120.00 ",Lose,"-5,120.00"
705,9,"$10,240.00 ",Lose,"-10,240.00"
706,21,"$20,480.00 ",Lose,"-20,480.00"
707,3.75,"$40,960.00 ",Lose,"-40,960.00"
708,5,"$81,920.00 ",Lose,"-81,920.00"
709,29,"$163,840.00 ",Lose,"-163,840.00"
710,15,"$327,680.00 ",Lose,"-327,680.00"
711,8.5,"$655,360.00 ",Lose,"-655,360.00"
712,16.2,"$1,310,720.00 ",Lose,"-1,310,720.00"
713,8,"$2,621,440.00 ",Lose,"-2,621,440.00"
714,17,"$5,242,880.00 ",Lose,"-5,242,880.00"
715,6.5,"$10,485,760.00 ",Lose,"-10,485,760.00"
716,13,"$20,971,520.00 ",Lose,"-20,971,520.00"
717,7.5,"$41,943,040.00 ",Win,"272,629,760.00"
718,8,$10.00 ,Lose,-10.00
719,6.5,$20.00 ,Lose,-20.00
720,6.5,$40.00 ,Lose,-40.00
721,17,$80.00 ,Lose,-80.00
722,34,$160.00 ,Lose,-160.00
723,21,$320.00 ,Lose,-320.00
724,4.33,$640.00 ,Win,"2,131.20"
725,15,$10.00 ,Lose,-10.00
726,34,$20.00 ,Lose,-20.00
727,5,$40.00 ,Win,160.00
728,6,$10.00 ,Lose,-10.00
729,5,$20.00 ,Lose,-20.00
730,9,$40.00 ,Lose,-40.00
731,8,$80.00 ,Lose,-80.00
732,10,$160.00 ,Lose,-160.00
733,41,$320.00 ,Lose,-320.00
734,29,$640.00 ,Lose,-640.00
735,21,"$1,280.00 ",Win,"25,600.00"
736,5,$10.00 ,Lose,-10.00
737,13,$20.00 ,Lose,-20.00
738,19,$40.00 ,Lose,-40.00
739,8,$80.00 ,Lose,-80.00
740,5.5,$160.00 ,Lose,-160.00
741,9.5,$320.00 ,Lose,-320.00
742,15,$640.00 ,Lose,-640.00
743,8,"$1,280.00 ",Lose,"-1,280.00"
744,26,"$2,560.00 ",Lose,"-2,560.00"
745,34,"$5,120.00 ",Lose,"-5,120.00"
746,3.75,"$10,240.00 ",Win,"28,160.00"
747,5,$10.00 ,Lose,-10.00
748,8.5,$20.00 ,Lose,-20.00
749,51,$40.00 ,Lose,-40.00
750,9,$80.00 ,Lose,-80.00
751,81,$160.00 ,Lose,-160.00
752,9,$320.00 ,Lose,-320.00
753,21,$640.00 ,Lose,-640.00
754,11,"$1,280.00 ",Win,"12,800.00"
755,12,$10.00 ,Lose,-10.00
756,9,$20.00 ,Lose,-20.00
757,190,$40.00 ,Lose,-40.00
758,5,$80.00 ,Lose,-80.00
759,10,$160.00 ,Win,"1,440.00"
760,5.5,$10.00 ,Win,45.00
761,5,$10.00 ,Win,40.00
762,10,$10.00 ,Lose,-10.00
763,114,$20.00 ,Lose,-20.00
764,143,$40.00 ,Lose,-40.00
765,5,$80.00 ,Lose,-80.00
766,7.5,$160.00 ,Lose,-160.00
767,3,$320.00 ,Lose,-320.00
768,3.5,$640.00 ,Win,"1,600.00"
769,34,$10.00 ,Lose,-10.00
770,5.5,$20.00 ,Win,90.00
771,5,$10.00 ,Lose,-10.00
772,26,$20.00 ,Win,500.00
773,4.33,$10.00 ,Lose,-10.00
774,11,$20.00 ,Lose,-20.00
775,4.5,$40.00 ,Lose,-40.00
776,51,$80.00 ,Lose,-80.00
777,67,$160.00 ,Lose,-160.00
778,6.5,$320.00 ,Lose,-320.00
779,8,$640.00 ,Win,"4,480.00"
780,21,$10.00 ,Lose,-10.00
781,7,$20.00 ,Lose,-20.00
782,3.75,$40.00 ,Lose,-40.00
783,12,$80.00 ,Lose,-80.00
784,8.5,$160.00 ,Lose,-160.00
785,11,$320.00 ,Lose,-320.00
786,7.5,$640.00 ,Lose,-640.00
787,4,"$1,280.00 ",Win,"3,840.00"
788,26,$10.00 ,Lose,-10.00
789,12,$20.00 ,Lose,-20.00
790,5.5,$40.00 ,Win,180.00
791,10,$10.00 ,Lose,-10.00
792,21,$20.00 ,Lose,-20.00
793,7.5,$40.00 ,Lose,-40.00
794,4.33,$80.00 ,Lose,-80.00
795,3.75,$160.00 ,Lose,-160.00
796,7.5,$320.00 ,Win,"2,080.00"
797,26,$10.00 ,Lose,-10.00
798,11,$20.00 ,Lose,-20.00
799,8,$40.00 ,Win,280.00
800,9,$10.00 ,Lose,-10.00
801,8,$20.00 ,Lose,-20.00
802,26,$40.00 ,Lose,-40.00
803,26,$80.00 ,Win,"2,000.00"
804,67,$10.00 ,Lose,-10.00
805,6.5,$20.00 ,Lose,-20.00
806,101,$40.00 ,Lose,-40.00
807,34,$80.00 ,Lose,-80.00
808,3.5,$160.00 ,Lose,-160.00
809,34,$320.00 ,Lose,-320.00
810,5,$640.00 ,Lose,-640.00
811,13,"$1,280.00 ",Lose,"-1,280.00"
812,29,"$2,560.00 ",Lose,"-2,560.00"
813,7.5,"$5,120.00 ",Lose,"-5,120.00"
814,10,"$10,240.00 ",Lose,"-10,240.00"
815,11,"$20,480.00 ",Lose,"-20,480.00"
816,7,"$40,960.00 ",Lose,"-40,960.00"
817,7,"$81,920.00 ",Lose,"-81,920.00"
818,13,"$163,840.00 ",Win,"1,966,080.00"
819,21,$10.00 ,Lose,-10.00
820,3.75,$20.00 ,Lose,-20.00
821,11,$40.00 ,Lose,-40.00
822,11,$80.00 ,Lose,-80.00
823,29,$160.00 ,Lose,-160.00
824,17,$320.00 ,Lose,-320.00
825,41,$640.00 ,Lose,-640.00
826,21,"$1,280.00 ",Lose,"-1,280.00"
827,67,"$2,560.00 ",Lose,"-2,560.00"
828,67,"$5,120.00 ",Win,"337,920.00"
829,17,$10.00 ,Lose,-10.00
830,11,$20.00 ,Lose,-20.00
831,15,$40.00 ,Lose,-40.00
832,29,$80.00 ,Lose,-80.00
833,10,$160.00 ,Lose,-160.00
834,6,$320.00 ,Lose,-320.00
835,5.5,$640.00 ,Lose,-640.00
836,6,"$1,280.00 ",Win,"6,400.00"
837,9,$10.00 ,Lose,-10.00
838,7.5,$20.00 ,Win,130.00
839,10,$10.00 ,Lose,-10.00
840,15,$20.00 ,Lose,-20.00
841,21,$40.00 ,Lose,-40.00
842,8,$80.00 ,Lose,-80.00
843,4.5,$160.00 ,Win,560.00
844,4,$10.00 ,Lose,-10.00
845,5,$20.00 ,Lose,-20.00
846,6,$40.00 ,Win,200.00
847,26,$10.00 ,Lose,-10.00
848,5.5,$20.00 ,Lose,-20.00
849,15,$40.00 ,Lose,-40.00
850,7,$80.00 ,Lose,-80.00
851,6.5,$160.00 ,Lose,-160.00
852,122,$320.00 ,Lose,-320.00
853,51,$640.00 ,Lose,-640.00
854,13,"$1,280.00 ",Lose,"-1,280.00"
855,13,"$2,560.00 ",Lose,"-2,560.00"
856,10,"$5,120.00 ",Lose,"-5,120.00"
857,13,"$10,240.00 ",Lose,"-10,240.00"
858,8,"$20,480.00 ",Lose,"-20,480.00"
859,4.33,"$40,960.00 ",Lose,"-40,960.00"
860,5,"$81,920.00 ",Lose,"-81,920.00"
861,21,"$163,840.00 ",Lose,"-163,840.00"
862,7.5,"$327,680.00 ",Lose,"-327,680.00"
863,13,"$655,360.00 ",Lose,"-655,360.00"
864,4.33,"$1,310,720.00 ",Lose,"-1,310,720.00"
865,8,"$2,621,440.00 ",Lose,"-2,621,440.00"
866,3,"$5,242,880.00 ",Win,"10,485,760.00"
867,15,$10.00 ,Lose,-10.00
868,13,$20.00 ,Lose,-20.00
869,17,$40.00 ,Lose,-40.00
870,5,$80.00 ,Win,320.00
871,11,$10.00 ,Win,100.00
872,11,$10.00 ,Lose,-10.00
873,26,$20.00 ,Win,500.00
874,8,$10.00 ,Lose,-10.00
875,21,$20.00 ,Lose,-20.00
876,7,$40.00 ,Lose,-40.00
877,101,$80.00 ,Lose,-80.00
878,13,$160.00 ,Win,"1,920.00"
879,11,$10.00 ,Lose,-10.00
880,8,$20.00 ,Lose,-20.00
881,5.5,$40.00 ,Lose,-40.00
882,7,$80.00 ,Lose,-80.00
883,4,$160.00 ,Lose,-160.00
884,6,$320.00 ,Win,"1,600.00"
885,9,$10.00 ,Lose,-10.00
886,6.5,$20.00 ,Lose,-20.00
887,4.5,$40.00 ,Lose,-40.00
888,26,$80.00 ,Lose,-80.00
889,51,$160.00 ,Lose,-160.00
